sr. no.,userid,924020839,group,group id,status
674,Flancco,6475329846,-5002228955423126788,DAFFY BAND🅾️z,1257861563
675,BankJunkiee,5784999460,-594610206928922517,DAFFY BAND🅾️z,1257861563
676,gvyhff,1965094750,-5033120410338509636,DAFFY BAND🅾️z,1257861563
677,Slatarr,6901474347,-2698217133912317203,DAFFY BAND🅾️z,1257861563
678,dansnumber,5563812254,8613564033678616660,DAFFY BAND🅾️z,1257861563
679,Jwettking2,978146616,-4672747791463409034,DAFFY BAND🅾️z,1257861563
680,michealstones719,6549076497,5858046818000409373,DAFFY BAND🅾️z,1257861563
681,FlashBlul,6645243944,-2990062162771329394,DAFFY BAND🅾️z,1257861563
682,beenricholddays,6207474442,6845008439208397135,DAFFY BAND🅾️z,1257861563
683,jawelThiefsupport,6645279403,4120656655892599375,DAFFY BAND🅾️z,1257861563
684,Max_102,5638910325,-4729789629776404365,DAFFY BAND🅾️z,1257861563
685,BeckyPokora,6447596568,-7882454726375159738,DAFFY BAND🅾️z,1257861563
686,dave_legit,5855851284,5682055478131668620,DAFFY BAND🅾️z,1257861563
687,Princosmula,5540599902,-911426970318485720,DAFFY BAND🅾️z,1257861563
688,getdeband,6311696073,-8231005297655254007,DAFFY BAND🅾️z,1257861563
689,cuopenups,6560798742,-1025974926846928815,DAFFY BAND🅾️z,1257861563
690,lilgucci29,6416155270,3462310170117874999,DAFFY BAND🅾️z,1257861563
691,therealrich29,6123710613,-4162229925302444237,DAFFY BAND🅾️z,1257861563
692,johndollan,6675716369,5729211237426640564,DAFFY BAND🅾️z,1257861563
693,freeplug29,6396524839,9209618853553952947,DAFFY BAND🅾️z,1257861563
694,scamerik,6631631650,8580045873040729022,DAFFY BAND🅾️z,1257861563
695,freshbread29,6178826901,5752336700962332146,DAFFY BAND🅾️z,1257861563
696,alwaysuseur7,5115729711,-6423943281721563525,DAFFY BAND🅾️z,1257861563
697,GW_AMD,6509305216,9216269396450397444,DAFFY BAND🅾️z,1257861563
698,AIOADS181886,96125536,3495165457166194522,DAFFY BAND🅾️z,1257861563
699,scambino6x,6258842142,-8078092785467730725,DAFFY BAND🅾️z,1257861563
700,trustBuyer56,6543949239,3210229718409028154,DAFFY BAND🅾️z,1257861563
701,BTCrape,765526910,6499650184206586619,DAFFY BAND🅾️z,1257861563
702,Crill_M,5128009778,-7771849143742073782,DAFFY BAND🅾️z,1257861563
703,fbgvet,664390664,6182039683092686020,DAFFY BAND🅾️z,1257861563
704,getdabucks5,6449323626,1164913737964455880,DAFFY BAND🅾️z,1257861563
705,Dave_790,6452738211,9133654619590706137,DAFFY BAND🅾️z,1257861563
706,Dollaz122,6308099791,692038369981855325,DAFFY BAND🅾️z,1257861563
707,Itakebtc,5633235619,-5103991168082140750,DAFFY BAND🅾️z,1257861563
708,Briannpete44,6018882011,-5740931566197403195,DAFFY BAND🅾️z,1257861563
709,thugtugg,6624770386,2426034435799576772,DAFFY BAND🅾️z,1257861563
710,B_S574,5580101848,-4067524117295430122,DAFFY BAND🅾️z,1257861563
711,kevinsyvret0,6188399151,1244634044143889586,DAFFY BAND🅾️z,1257861563
712,Bodybucks,6278472240,-8951578331804487023,DAFFY BAND🅾️z,1257861563
713,owenbtucher,6236882963,1506393082604009580,DAFFY BAND🅾️z,1257861563
714,mochidog1,1997196327,1550663768493691871,DAFFY BAND🅾️z,1257861563
715,cashoutrondo3,1109766865,5582490217448468144,DAFFY BAND🅾️z,1257861563
716,muhadmisht,5932041206,-6514439570402257103,DAFFY BAND🅾️z,1257861563
717,Rancs005,5762300893,2180827979645122794,DAFFY BAND🅾️z,1257861563
718,lily8032,6674543022,4936279245746211053,DAFFY BAND🅾️z,1257861563
719,RICHMAFIA01,6356262896,993772824201934733,DAFFY BAND🅾️z,1257861563
720,Vimo60,6547767972,9044395681157699057,DAFFY BAND🅾️z,1257861563
721,FRozenFlame0,6214711979,149624316114555201,DAFFY BAND🅾️z,1257861563
722,sjiuk,6325956905,-8562124533019912245,DAFFY BAND🅾️z,1257861563
723,Ricason1,6407751422,-1113103538840630225,DAFFY BAND🅾️z,1257861563
724,mjagods54321,6063031282,-7869092581450506692,DAFFY BAND🅾️z,1257861563
725,ChargUPP,6574905210,-6592828943417268063,DAFFY BAND🅾️z,1257861563
726,munyunelite,6189538428,-2299919833569160399,DAFFY BAND🅾️z,1257861563
727,SGSlipper,6159012505,-2250534652143094944,DAFFY BAND🅾️z,1257861563
728,zayboogie1,2026814151,-4696922036488257980,DAFFY BAND🅾️z,1257861563
729,binnine,5874821273,-8486444412225379929,DAFFY BAND🅾️z,1257861563
730,scamerica29,6260607519,-4368517274742987512,DAFFY BAND🅾️z,1257861563
731,grubslapper23,6574660867,1566304382093153625,DAFFY BAND🅾️z,1257861563
732,freeplug24,6427613788,7249094589663856562,DAFFY BAND🅾️z,1257861563
733,Richempire44,6335591071,6436419086013497774,DAFFY BAND🅾️z,1257861563
734,busybrain02,5696761530,552243103376159463,DAFFY BAND🅾️z,1257861563
735,dexta02,5499593476,3427820185408715885,DAFFY BAND🅾️z,1257861563
736,WildChildVoodoo,5938670093,7385247330421975142,DAFFY BAND🅾️z,1257861563
737,KasinoVibe,6416854473,2830605005664270323,DAFFY BAND🅾️z,1257861563
738,MustElon01,6455576140,-8351954190305388785,DAFFY BAND🅾️z,1257861563
739,williamScott0,461337697,-5097524577640657615,DAFFY BAND🅾️z,1257861563
740,mr_stpatricker,6243980455,7286528650646979274,DAFFY BAND🅾️z,1257861563
741,Tommy2slick4u,1029397199,679754283730014287,DAFFY BAND🅾️z,1257861563
742,kaksmogtaksmog,5907409891,-5231391640440456491,DAFFY BAND🅾️z,1257861563
743,swipeGodg,5997816741,-6359554066885543632,DAFFY BAND🅾️z,1257861563
744,bankbandi,6202465976,-2174026608421118292,DAFFY BAND🅾️z,1257861563
745,Vintages88,6425314241,-3085689820723032934,DAFFY BAND🅾️z,1257861563
746,Bricksom,5985551758,-3055642880409220836,DAFFY BAND🅾️z,1257861563
747,stackbands88,6468130219,8500422427884812292,DAFFY BAND🅾️z,1257861563
748,AceHunne,6487404991,-822284893051924378,DAFFY BAND🅾️z,1257861563
749,ohhhhhhhhhhhh12,6300719776,-6254505311072802349,DAFFY BAND🅾️z,1257861563
750,Kylenbandit,6100810013,3181827784283978403,DAFFY BAND🅾️z,1257861563
751,icebaby1234,5998369147,-3951516766396851950,DAFFY BAND🅾️z,1257861563
752,BelowManDem,6475215773,4680245663522811792,DAFFY BAND🅾️z,1257861563
753,Getpaid12341,5916373014,-6781271878585086319,DAFFY BAND🅾️z,1257861563
754,Getpvd,6112531470,-351516290938992597,DAFFY BAND🅾️z,1257861563
755,mchaellea,6334464398,87418164457847669,DAFFY BAND🅾️z,1257861563
756,Littlepablo1,5621700653,-5347811074275110248,DAFFY BAND🅾️z,1257861563
757,lilgleesh,6108427071,-8372585694045727917,DAFFY BAND🅾️z,1257861563
758,drizzc,6044978355,7660147283062161117,DAFFY BAND🅾️z,1257861563
759,roddy9,6307017801,900306437746248390,DAFFY BAND🅾️z,1257861563
760,Jins01,5688888722,5446125861080462186,DAFFY BAND🅾️z,1257861563
761,SPAMCODEY1,6050212425,-1513251950948632955,DAFFY BAND🅾️z,1257861563
762,Bobbie_SWTC,6277709129,3649712632210575890,DAFFY BAND🅾️z,1257861563
763,Fr33eedom,6423924626,-8064969029984431837,DAFFY BAND🅾️z,1257861563
764,Bagzmoneydoo,6663227684,-7044216049514132640,DAFFY BAND🅾️z,1257861563
765,thecheckmate100,1805796613,-4148442609621317412,DAFFY BAND🅾️z,1257861563
766,lil_glockswipe,5623805317,5135320492982581856,DAFFY BAND🅾️z,1257861563
767,ariana2268,2032447480,-2553567726661100585,DAFFY BAND🅾️z,1257861563
768,BlumhonzWorld,1038519266,1702188056357331478,DAFFY BAND🅾️z,1257861563
769,RicoCartel266,6574784751,5661790655547781115,DAFFY BAND🅾️z,1257861563
770,spend70,5389982096,8168941103024801528,DAFFY BAND🅾️z,1257861563
771,gassingjews,6456083132,-9221091923636632223,DAFFY BAND🅾️z,1257861563
772,queenofopenups,6347829451,-7834795409025991238,DAFFY BAND🅾️z,1257861563
773,streee55,6098388885,-4937798510634015458,DAFFY BAND🅾️z,1257861563
774,TURTLESTlLLCOOKS,6347312943,-3301286393126592032,DAFFY BAND🅾️z,1257861563
775,mr_br0wn1,6347818310,730040841889245262,DAFFY BAND🅾️z,1257861563
776,Dextrepro,5519700743,987434504622995580,DAFFY BAND🅾️z,1257861563
777,throokie,5181416375,-4282505106330183304,DAFFY BAND🅾️z,1257861563
778,bossdavid22,928523126,7353210393439525673,DAFFY BAND🅾️z,1257861563
779,bulletini1,6091272329,1395187362229624574,DAFFY BAND🅾️z,1257861563
780,anyaekaterina,6186697350,-3028880631471214931,DAFFY BAND🅾️z,1257861563
781,AIOADS1858405,301343429,2877601103084613473,DAFFY BAND🅾️z,1257861563
782,IceMan_21,6508561578,-2517005461797730327,DAFFY BAND🅾️z,1257861563
783,ClonesBoss3,2098350450,5461125538980595264,DAFFY BAND🅾️z,1257861563
784,Nokizzy12,6352369139,-1228327947658251901,DAFFY BAND🅾️z,1257861563
785,ppeter4,6609972794,5901770625808682805,DAFFY BAND🅾️z,1257861563
786,stackz26,6461888125,8944099702827966867,DAFFY BAND🅾️z,1257861563
787,YounqGee653,5127335012,-4575934131103634268,DAFFY BAND🅾️z,1257861563
788,JahChasser_67,5812795044,-6786027762779504368,DAFFY BAND🅾️z,1257861563
789,ggi_get_you_right53,5709114979,1044859485623391889,DAFFY BAND🅾️z,1257861563
790,monitree01,5555677582,5720926757921072114,DAFFY BAND🅾️z,1257861563
791,keepmeclean1,2014889150,-4562549947484879840,DAFFY BAND🅾️z,1257861563
792,vutuci,6409502461,-3357016408849277303,DAFFY BAND🅾️z,1257861563
793,Miami065,6397979660,555370154336215377,DAFFY BAND🅾️z,1257861563
794,Breakmore,5545145168,1501476361172430706,DAFFY BAND🅾️z,1257861563
795,AIOADS1848400,605415971,9135559325288601249,DAFFY BAND🅾️z,1257861563
796,Aubrey331,5471977611,-7909028049970433691,DAFFY BAND🅾️z,1257861563
797,big_six66,1721094986,-9037775930657729360,DAFFY BAND🅾️z,1257861563
798,crazyvouched,5081520444,-66805254979109592,DAFFY BAND🅾️z,1257861563
799,Foxxnico12,1934026069,-1491442235958377625,DAFFY BAND🅾️z,1257861563
800,daxdavid5,6409450194,-3504931681090759248,DAFFY BAND🅾️z,1257861563
801,Chullo44,5693455992,6615414346267872706,DAFFY BAND🅾️z,1257861563
802,Therealcash7,6317990730,8459912973085467531,DAFFY BAND🅾️z,1257861563
803,daxdavid568,6692378454,-3455969902412371745,DAFFY BAND🅾️z,1257861563
804,Young_BossQ,6324720999,9185996066423784908,DAFFY BAND🅾️z,1257861563
805,God_Ownerbackup,5722874816,-1378742913277372589,DAFFY BAND🅾️z,1257861563
806,returnovlondon,5141268936,4835570617143700746,DAFFY BAND🅾️z,1257861563
807,gutikjvcuu,6387569791,-9033372038657301198,DAFFY BAND🅾️z,1257861563
808,thegoat15k,5106933874,-1255573365909965931,DAFFY BAND🅾️z,1257861563
809,highyer,6329081252,1705202669793308024,DAFFY BAND🅾️z,1257861563
810,ExcelPromotions,5464356816,6220321808555386789,DAFFY BAND🅾️z,1257861563
811,AllanHillary,6360698212,-6340073604817559938,DAFFY BAND🅾️z,1257861563
812,Baddy0010,6314163183,-4284413829603718618,DAFFY BAND🅾️z,1257861563
813,RamboFrmDaHillz556,1856767331,-791254837798176734,DAFFY BAND🅾️z,1257861563
814,Trustissues8,6384320948,7657097927167628210,DAFFY BAND🅾️z,1257861563
815,Glizzy300,1982004468,-1103191095454653418,DAFFY BAND🅾️z,1257861563
816,NobadBuz,6162426912,-790652762102575288,DAFFY BAND🅾️z,1257861563
817,cloutke,5956712633,3673501247532031078,DAFFY BAND🅾️z,1257861563
818,nafsy13,6211563728,-8779089140031788889,DAFFY BAND🅾️z,1257861563
819,Track_slips,5065051255,-1169336004597449977,DAFFY BAND🅾️z,1257861563
820,grikgc,6059582357,-6544997704080989222,DAFFY BAND🅾️z,1257861563
821,dimeediamond,6247705504,-8871987843378130612,DAFFY BAND🅾️z,1257861563
822,Lpokni,6107069272,4979652152716233323,DAFFY BAND🅾️z,1257861563
823,bobwilll,6308015033,-2865872296635137460,DAFFY BAND🅾️z,1257861563
824,groufy,6353867091,-4953581558019943184,DAFFY BAND🅾️z,1257861563
825,bakendbandit,5835845040,3321926115126604273,DAFFY BAND🅾️z,1257861563
826,joewillo,6023809487,-4596732818823071325,DAFFY BAND🅾️z,1257861563
827,str8droppy,1882519942,3807856904765040481,DAFFY BAND🅾️z,1257861563
828,zubba1,5701525791,8012439189203328478,DAFFY BAND🅾️z,1257861563
829,bizzybanks2,5683981536,-8469083150492556645,DAFFY BAND🅾️z,1257861563
830,zaybadass,5687970457,-6026890190376419883,DAFFY BAND🅾️z,1257861563
831,alexfergusonjobsit,5667229840,-5377719663936143352,DAFFY BAND🅾️z,1257861563
832,Guide_19,5070624861,1581243734103092929,DAFFY BAND🅾️z,1257861563
833,crivem,6158290531,-6176503952505532798,DAFFY BAND🅾️z,1257861563
834,Blacenti,6031768370,-8327672606230493093,DAFFY BAND🅾️z,1257861563
835,Jumperboy24,6187847268,-2636969058417376707,DAFFY BAND🅾️z,1257861563
836,cheerquen,6243044085,-6309464089925104699,DAFFY BAND🅾️z,1257861563
837,vwxyz0111,6243112862,7227800780431305152,DAFFY BAND🅾️z,1257861563
838,collinszhu,5961047513,2160092481640134075,DAFFY BAND🅾️z,1257861563
839,jaybared,5724160277,-5230096076174750037,DAFFY BAND🅾️z,1257861563
840,Really_game,6258084004,9019169313302371982,DAFFY BAND🅾️z,1257861563
841,bigchaser01,6100179643,3048439994764594724,DAFFY BAND🅾️z,1257861563
842,FAKEGANG01,6145115843,6480363411336493110,DAFFY BAND🅾️z,1257861563
843,Posidirepa,5858681533,-1827129250976347452,DAFFY BAND🅾️z,1257861563
844,Blackway01,6042929050,-7934521332605042807,DAFFY BAND🅾️z,1257861563
845,Blockcash7,2122512724,8421005522265707894,DAFFY BAND🅾️z,1257861563
846,bignation12,6218160154,5262871135314849534,DAFFY BAND🅾️z,1257861563
847,Marloff1,6103711652,6888851587066471250,DAFFY BAND🅾️z,1257861563
848,Cashspp_load,5126359555,-609941258512828506,DAFFY BAND🅾️z,1257861563
849,Cashout2y,6001623978,-3774358689026625127,DAFFY BAND🅾️z,1257861563
850,benmoney09,5633708740,1566311029544095135,DAFFY BAND🅾️z,1257861563
851,BigChaser009,5852645351,3424937147034721230,DAFFY BAND🅾️z,1257861563
852,marymoody60,6045683695,6289281392157914219,DAFFY BAND🅾️z,1257861563
853,Olarm1,6100342538,-4817595656188824832,DAFFY BAND🅾️z,1257861563
854,LooneyPayms,6167407879,-6881077000364496550,DAFFY BAND🅾️z,1257861563
855,RickeyLee,5764454320,527305741062676167,DAFFY BAND🅾️z,1257861563
856,lil0010,5479333305,-3330600311818585458,DAFFY BAND🅾️z,1257861563
857,AIOADS1848393,186784978,-3125543377946807261,DAFFY BAND🅾️z,1257861563
858,Blakeinn,5920802742,2011217646956464301,DAFFY BAND🅾️z,1257861563
859,Mr_Michael_7,6109043596,1417068078045322680,DAFFY BAND🅾️z,1257861563
860,slipfather,5921758483,-6043105309364568068,DAFFY BAND🅾️z,1257861563
861,isabellaeva18,5637354860,-7350742755412311856,DAFFY BAND🅾️z,1257861563
862,Zarotovu,6110454206,7166216447050700962,DAFFY BAND🅾️z,1257861563
863,trimmy0,6227704221,-5529262595334943815,DAFFY BAND🅾️z,1257861563
864,turecvb,6024510355,7527668478701311941,DAFFY BAND🅾️z,1257861563
865,nmklpoi,6159324167,-613281959227725185,DAFFY BAND🅾️z,1257861563
866,Marleyzone1990,6061894028,891283703146232314,DAFFY BAND🅾️z,1257861563
867,jnnnlkkm,6052295874,4318988714228593362,DAFFY BAND🅾️z,1257861563
868,alnapol,5538722853,2474889848737940578,DAFFY BAND🅾️z,1257861563
869,Mqhalvr,6259350896,-2387985395315675110,DAFFY BAND🅾️z,1257861563
870,legitstunt2,6138756448,3892237640267523104,DAFFY BAND🅾️z,1257861563
871,drop_ya_links,5155475312,7674865208913708913,DAFFY BAND🅾️z,1257861563
872,dierich56,5982724162,-770139385083333103,DAFFY BAND🅾️z,1257861563
873,solid_dwag22,6085920168,185115340717103044,DAFFY BAND🅾️z,1257861563
874,santanderhaoye,6253322404,8650909505416475944,DAFFY BAND🅾️z,1257861563
875,Njiknm,5991413837,7650464757527243489,DAFFY BAND🅾️z,1257861563
876,Nothing_0_noth,355068618,8876937607137883377,DAFFY BAND🅾️z,1257861563
877,giftybrooklyn2,5499798648,-9182883699064442950,DAFFY BAND🅾️z,1257861563
878,escrow_kingda_one,2030669515,-1023905404320704451,DAFFY BAND🅾️z,1257861563
879,Alian04,5993592620,-5955001922667137149,DAFFY BAND🅾️z,1257861563
880,dot_453,6051573756,3086429516129978791,DAFFY BAND🅾️z,1257861563
881,TrustNoFear,6247858925,4014293344783800905,DAFFY BAND🅾️z,1257861563
882,maxbyr,6066788129,7285574552737121090,DAFFY BAND🅾️z,1257861563
883,zino_mikey,6013753409,2009707820230591039,DAFFY BAND🅾️z,1257861563
884,Beckam09,6258865753,-8356859224426565333,DAFFY BAND🅾️z,1257861563
885,baba0988,5757767309,2687850542787815740,DAFFY BAND🅾️z,1257861563
886,yhbnjumko,5918335835,-995931081428133809,DAFFY BAND🅾️z,1257861563
887,Really_for_transfer,6216345301,3998178693267328300,DAFFY BAND🅾️z,1257861563
888,THEITALIANMAFIAB0SS,6007773051,8765038699276271948,DAFFY BAND🅾️z,1257861563
889,budali6,6160196936,4777101466045538153,DAFFY BAND🅾️z,1257861563
890,bigcerifullx,6051917915,-6247993020255753419,DAFFY BAND🅾️z,1257861563
891,mklpoiuytres,6182047880,2176875370677793889,DAFFY BAND🅾️z,1257861563
892,Gaawoouy,6227593256,4094445377800739000,DAFFY BAND🅾️z,1257861563
893,ricch2times,5629870076,-4796379408647962508,DAFFY BAND🅾️z,1257861563
894,gettingRacksfr,6010220933,3957675959533165841,DAFFY BAND🅾️z,1257861563
895,Akeza_Quee1n,6032536685,1441321465343164040,DAFFY BAND🅾️z,1257861563
896,Deborah_080,6051358015,1839098933390421870,DAFFY BAND🅾️z,1257861563
897,Abdul_kalim,6072496641,5087074796211846766,DAFFY BAND🅾️z,1257861563
898,john_23445,6137246600,7693687423071340608,DAFFY BAND🅾️z,1257861563
899,x_triger,6003411787,-8605953934697613828,DAFFY BAND🅾️z,1257861563
900,Hhbmkg,5920961228,-1847912352685581882,DAFFY BAND🅾️z,1257861563
901,Rags2richessssss,6194363406,-8146082617880632318,DAFFY BAND🅾️z,1257861563
902,Signfr,5814222215,-5509086526521489441,DAFFY BAND🅾️z,1257861563
903,fundsbags,6050419394,-3380479707351873486,DAFFY BAND🅾️z,1257861563
904,Dababy87,5853232117,-7632397316471304222,DAFFY BAND🅾️z,1257861563
905,hutch0k,6278264699,-7583916151152099388,DAFFY BAND🅾️z,1257861563
906,Liongate17,5563071285,3854021963541610939,DAFFY BAND🅾️z,1257861563
907,Darby100,6156531436,3120994239707919232,DAFFY BAND🅾️z,1257861563
908,Saketsing01,5910800900,-3272936606095831617,DAFFY BAND🅾️z,1257861563
909,Instructions111,5890056148,-1596914092874168056,DAFFY BAND🅾️z,1257861563
910,Salim_678,5765453700,-25545144326825811,DAFFY BAND🅾️z,1257861563
911,Queen_456,6067425954,8279050901321022043,DAFFY BAND🅾️z,1257861563
912,TrayTray1,5896414399,6459696870099942697,DAFFY BAND🅾️z,1257861563
913,jkbooy,6173446867,-4524034229127633851,DAFFY BAND🅾️z,1257861563
914,T50000009,5933118100,2930038278998997311,DAFFY BAND🅾️z,1257861563
915,longtermbz,5494236504,5502390597053583401,DAFFY BAND🅾️z,1257861563
916,Buggs7th,5330345479,4102442958031433242,DAFFY BAND🅾️z,1257861563
917,BALLON_01,5642542051,-7825243925195211065,DAFFY BAND🅾️z,1257861563
918,hfrfijkkuy,6219245867,8867866854101093479,DAFFY BAND🅾️z,1257861563
919,Username_Zr,6255216074,28868205153329851,DAFFY BAND🅾️z,1257861563
920,legit_patress,6030275483,-1345804660101313177,DAFFY BAND🅾️z,1257861563
921,hannah_kati,6051453845,-2322517985646358472,DAFFY BAND🅾️z,1257861563
922,Moneyoverbitches9,5826742547,1613885345795610036,DAFFY BAND🅾️z,1257861563
923,G25090,5866060257,3050843725635330764,DAFFY BAND🅾️z,1257861563
924,Dark_245,6239548412,-4238790177994796493,DAFFY BAND🅾️z,1257861563
925,Gang9097,5953110922,-1190836681353868248,DAFFY BAND🅾️z,1257861563
926,workmust,5882884441,-826062756839451994,DAFFY BAND🅾️z,1257861563
927,hellennush,5563479430,5861049196314654991,DAFFY BAND🅾️z,1257861563
928,TrayTray7,5677030910,-3388013671774842591,DAFFY BAND🅾️z,1257861563
929,Rosemike_089,5873119689,-2022900419614470757,DAFFY BAND🅾️z,1257861563
930,Djesca_765,6002152626,528128033212557451,DAFFY BAND🅾️z,1257861563
931,thiagoJuan7843,5563261299,-6900061358265720984,DAFFY BAND🅾️z,1257861563
932,sitiayu21,5457957361,3123668744487879866,DAFFY BAND🅾️z,1257861563
933,Mariapet21,5168465762,2149569445152809697,DAFFY BAND🅾️z,1257861563
934,idontplay_here,6196971429,-8507730814508430022,DAFFY BAND🅾️z,1257861563
935,gigar46,5990102195,6607245623067306189,DAFFY BAND🅾️z,1257861563
936,hunchontop,6220685016,-478715402661411526,DAFFY BAND🅾️z,1257861563
937,bankrolltink7,6257463903,-2805346286438901948,DAFFY BAND🅾️z,1257861563
938,BrainDit_Supporti,5589925742,-5093991797841234743,DAFFY BAND🅾️z,1257861563
939,lilpay11,5584814766,-6668204003169042053,DAFFY BAND🅾️z,1257861563
940,pito69,5429378273,-7392825120047936461,DAFFY BAND🅾️z,1257861563
941,investor_eliamsarah,5736373086,-7788867253214467578,DAFFY BAND🅾️z,1257861563
942,Krayzill,5703552921,-5980285784191983174,DAFFY BAND🅾️z,1257861563
943,Nguvunlo,6176548645,-5534623506978578945,DAFFY BAND🅾️z,1257861563
944,Bexleyman,6233665283,-5353054295433569558,DAFFY BAND🅾️z,1257861563
945,christina_canon,5769158676,-4875338786371111492,DAFFY BAND🅾️z,1257861563
946,uncle_Ali_c,1840722644,3853686221227738573,DAFFY BAND🅾️z,1257861563
947,Juggincook,5493765567,1100295493650134263,DAFFY BAND🅾️z,1257861563
948,Liawolfgang,5812065430,-3031986486978480849,DAFFY BAND🅾️z,1257861563
949,Zoespams,5212077093,-124616572160071504,DAFFY BAND🅾️z,1257861563
950,wanaguan,5925848937,8789399532176052518,DAFFY BAND🅾️z,1257861563
951,billygoati1,5819388685,6851188427582895159,DAFFY BAND🅾️z,1257861563
952,bettyriho,5903411507,8884873028235095836,DAFFY BAND🅾️z,1257861563
953,iffyforeign_8fs,5754681988,565150385177895564,DAFFY BAND🅾️z,1257861563
954,youngcostamado,5648674163,1068631243572405296,DAFFY BAND🅾️z,1257861563
955,Lilbaby700,5906814060,-1619742692297623471,DAFFY BAND🅾️z,1257861563
956,lildoty,6063085698,-497873016008524983,DAFFY BAND🅾️z,1257861563
957,Endchild,5244061089,-6025219931214255729,DAFFY BAND🅾️z,1257861563
958,Kingntale,5946827240,-2183295492371425420,DAFFY BAND🅾️z,1257861563
959,juneyknotze,5955955144,2802335081118072304,DAFFY BAND🅾️z,1257861563
960,choppa_Pro,5525688625,1730421505422526249,DAFFY BAND🅾️z,1257861563
961,genelar3,6125578562,-5602417475071687969,DAFFY BAND🅾️z,1257861563
962,Lews_loockup,6059428066,-754339343297340617,DAFFY BAND🅾️z,1257861563
963,Mallakaii,5300751671,-1073155286633096537,DAFFY BAND🅾️z,1257861563
964,CharlesLova1,6051247006,-799382556600042341,DAFFY BAND🅾️z,1257861563
965,dollari26,5636395816,-1232837994110225602,DAFFY BAND🅾️z,1257861563
966,trizzpack,5067456399,-4856843815257575957,DAFFY BAND🅾️z,1257861563
967,sammy5890,5537895344,3524289232080429801,DAFFY BAND🅾️z,1257861563
968,Darker250,5892514260,3862517391715042561,DAFFY BAND🅾️z,1257861563
969,T379025,5751200473,-1786069608092591555,DAFFY BAND🅾️z,1257861563
970,Ntaleloi,5898077987,2362712762648437413,DAFFY BAND🅾️z,1257861563
971,sauce_fosho,5935574512,-6366112851433803350,DAFFY BAND🅾️z,1257861563
972,Visioncity1,5851959650,3987250070438651348,DAFFY BAND🅾️z,1257861563
973,luaana223,5338649327,2407007053975885791,DAFFY BAND🅾️z,1257861563
974,richard_bee,5944441468,5037962123209430361,DAFFY BAND🅾️z,1257861563
975,thomlookup,5656491645,-3930516198918966935,DAFFY BAND🅾️z,1257861563
976,BuggyBucks5K,5496643550,-6835250263961582583,DAFFY BAND🅾️z,1257861563
977,trench_kid1,5933223802,6731305310036432116,DAFFY BAND🅾️z,1257861563
978,jamesmedical_gang,5818259883,-3794132790641223191,DAFFY BAND🅾️z,1257861563
979,Bistocs,5581955379,-9086136167966725686,DAFFY BAND🅾️z,1257861563
980,asap050,5943624435,4547112100049087626,DAFFY BAND🅾️z,1257861563
981,lil_bugson,5953431243,4078506654301635516,DAFFY BAND🅾️z,1257861563
982,cityboy0001,5981417302,2554167356346128915,DAFFY BAND🅾️z,1257861563
983,designer500,5881734942,-3562803955373419354,DAFFY BAND🅾️z,1257861563
984,Copper1f,1302435399,7215818475357717690,DAFFY BAND🅾️z,1257861563
985,pass_meABlue,5116551323,5316792336241206787,DAFFY BAND🅾️z,1257861563
986,morgans828,1454322664,-3763539275701661044,DAFFY BAND🅾️z,1257861563
987,cheechwitthebreesh1,5683055501,7153780069271952204,DAFFY BAND🅾️z,1257861563
988,milito1288,6095379643,5027023546877249392,DAFFY BAND🅾️z,1257861563
989,Bigchase2,5364991874,-8949553306163750041,DAFFY BAND🅾️z,1257861563
990,Pappy_popy,5767746393,-753039483333660432,DAFFY BAND🅾️z,1257861563
991,Vergil_01,5891076829,6219638988276904763,DAFFY BAND🅾️z,1257861563
992,modrops77,5717542755,-3858558956766780755,DAFFY BAND🅾️z,1257861563
993,Realfacergang,5498728066,-4861020839273241331,DAFFY BAND🅾️z,1257861563
994,Aniggagotp,1382573337,-4373512200720721668,DAFFY BAND🅾️z,1257861563
995,thefreeones,5939723338,3780365191706976348,DAFFY BAND🅾️z,1257861563
996,DolyKevin,5946793247,923279622844828860,DAFFY BAND🅾️z,1257861563
997,ForeverBuddi,5179182433,-6594444516505829654,DAFFY BAND🅾️z,1257861563
998,Ricobands1,5388950688,7231550191379800856,DAFFY BAND🅾️z,1257861563
999,VALIDCC0,2144007977,4478313185247463093,DAFFY BAND🅾️z,1257861563
1000,culture200,5490623858,-1820663064427535673,DAFFY BAND🅾️z,1257861563
1001,turtlebuck,1723216255,-7748083052201403162,DAFFY BAND🅾️z,1257861563
1002,Tdzzz11,1942183176,-1855441143582575675,DAFFY BAND🅾️z,1257861563
1003,mrpercentagee2,5396361516,-9039190289827891979,DAFFY BAND🅾️z,1257861563
1004,alijha2176,5615137126,-716651713111650720,DAFFY BAND🅾️z,1257861563
1005,estherkemberly,5731035819,-6133770488989160765,DAFFY BAND🅾️z,1257861563
1006,rusmarkett,5664319306,-2132804184300557975,DAFFY BAND🅾️z,1257861563
1007,oxtheplug,1150519343,4227115194686030406,DAFFY BAND🅾️z,1257861563
1008,millionva,5364370627,-4006941506960752514,DAFFY BAND🅾️z,1257861563
1009,sairamb891,1500886381,-1988911290235153539,DAFFY BAND🅾️z,1257861563
1010,jai43x,5893191550,946047255347981336,DAFFY BAND🅾️z,1257861563
1011,eriksen4,5608392194,7441708750910094262,DAFFY BAND🅾️z,1257861563
